season,season_type,start_date,completed,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],start_time_tbd,venue_id,venue
2022,regular,2022-09-03T16:00:00.000Z,true,317,Marietta,Ohio,iii,14,0,0,7,7,49,Dubuque,American Rivers,iii,13,0,0,13,0,false,5931,Don Drumm Stadium
2022,regular,2022-09-03T16:00:00.000Z,true,2026,Appalachian State,Sun Belt,fbs,61,14,7,0,40,153,North Carolina,ACC,fbs,63,7,21,13,22,false,3792,Kidd Brewer Stadium
2022,regular,2022-09-03T16:00:00.000Z,true,130,Michigan,Big Ten,fbs,51,10,13,14,14,36,Colorado State,Mountain West,fbs,7,0,0,0,7,false,3558,Michigan Stadium
2022,regular,2022-09-03T16:00:00.000Z,true,41,Connecticut,FBS Independents,fbs,28,0,7,7,14,2115,Central Connecticut,NEC,fcs,3,0,3,0,0,false,3892,Rentschler Field
2022,regular,2022-09-03T16:00:00.000Z,true,2294,Iowa,Big Ten,fbs,7,3,0,2,2,2571,South Dakota State,MVFC,fcs,3,0,3,0,0,false,3793,Kinnick Stadium
2022,regular,2022-09-03T16:00:00.000Z,true,120,Maryland,Big Ten,fbs,31,7,10,7,7,2084,Buffalo,Mid-American,fbs,10,0,7,0,3,false,3665,Maryland Stadium
2022,regular,2022-09-03T16:00:00.000Z,true,103,Boston College,ACC,fbs,21,7,7,7,0,164,Rutgers,Big Ten,fbs,22,0,6,9,7,false,3615,Alumni Stadium
2022,regular,2022-09-03T16:00:00.000Z,true,2972,Plymouth State,MSCAC,iii,20,10,3,0,7,293,Castleton State College,ECFC,iii,7,0,0,7,0,false,3690,Charles L. Currier Memorial Field
2022,regular,2022-09-03T16:00:00.000Z,true,2368,Marist,Pioneer,fcs,12,3,3,6,0,46,Georgetown,Patriot,fcs,43,0,20,7,16,false,36,Leonidoff Field
2022,regular,2022-09-03T16:00:00.000Z,true,379,UMass Dartmouth,MSCAC,iii,35,7,7,14,7,2280,Husson,Commonwealth Coast,iii,14,0,7,7,0,false,5939,Cressy Field
2022,regular,2022-09-03T16:00:00.000Z,true,2808,Delaware Valley,Mid Atlantic,iii,22,0,0,13,9,2849,Westminster PA,Presidents',iii,8,2,0,6,0,false,5833,Robert A. Lipinski Field at James Work Memorial Stadium
2022,regular,2022-09-03T16:00:00.000Z,true,3110,Morrisville State,Empire 8,iii,10,0,7,3,0,2871,Kean,New Jersey,iii,0,0,0,0,0,false,6087,Drake Field (NY)
2022,regular,2022-09-03T16:30:00.000Z,true,258,Virginia,ACC,fbs,34,14,14,0,6,257,Richmond,CAA,fcs,17,7,3,7,0,false,3923,Scott Stadium
2022,regular,2022-09-03T16:30:00.000Z,true,322,Lafayette,Patriot,fcs,6,0,0,6,0,2529,Sacred Heart,NEC,fcs,0,0,0,0,0,false,3721,Fisher Field
2022,regular,2022-09-03T17:00:00.000Z,true,2818,Montclair State,New Jersey,iii,27,0,14,6,7,2644,Thiel College,Presidents',iii,6,6,0,0,0,false,6085,Sprague Field
2022,regular,2022-09-03T17:00:00.000Z,true,2686,Washington & Jefferson,Presidents',iii,35,7,14,7,7,2302,John Carroll,Ohio,iii,26,7,0,7,12,false,6139,Cameron Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2086,Butler,Pioneer,fcs,31,0,3,14,14,125730,St. Thomas University (Fl),,,26,7,7,6,6,false,3664,Butler Bowl
2022,regular,2022-09-03T17:00:00.000Z,true,2707,WV State,Mountain East,ii,29,3,7,0,19,2559,Shippensburg,Pennsylvania State Athletic,ii,6,6,0,0,0,false,5785,Dickerson Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2913,Brevard College,USA South,iii,6,3,0,0,3,2560,Shorter,Gulf South,ii,45,0,21,14,10,false,5807,Brevard Memorial Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,173,Hartwick,Empire 8,iii,31,3,7,14,7,2951,SUNY Maritime,ECFC,iii,10,0,10,0,0,false,5636,Wright Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2725,Widener,Mid Atlantic,iii,20,0,0,6,14,2827,Rowan,New Jersey,iii,42,14,7,14,7,false,4855,Leslie C. Quick Jr. Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2042,Augustana (IL),CCIW,iii,34,10,21,0,3,2519,Rhodes,Southern Athletic,iii,28,7,0,7,14,false,5796,Charles D. Lindberg Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,3162,Alfred State College,ECFC,iii,17,3,7,7,0,2969,Misericordia,Mid Atlantic,iii,14,0,0,7,7,false,3877,Pioneer Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2062,Bethany (WV),Presidents',iii,26,6,13,7,0,2274,Hiram,North Coast,iii,16,3,0,0,13,false,5803,Bison Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2213,Emory & Henry,South Atlantic,ii,20,3,14,3,0,2148,Concord,Mountain East,ii,27,7,13,0,7,false,5840,Fred Selfe Stadium at Nicewonder Field
2022,regular,2022-09-03T17:00:00.000Z,true,2075,Bowie State,CIAA,ii,27,7,0,0,20,2441,New Haven,Northeast 10,ii,20,0,10,7,3,false,5873,Bulldogs Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,126086,Post University,Independent DII,ii,34,7,7,0,20,209,Lock Haven,Pennsylvania State Athletic,ii,35,7,7,7,14,false,,
2022,regular,2022-09-03T17:00:00.000Z,true,83,DePauw,North Coast,iii,17,0,3,7,7,86,Rose-Hulman,Heartland,iii,14,0,7,7,0,false,3640,Blackstock Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,67,Luther,American Rivers,iii,6,6,0,0,0,597,Presentation College,,,29,7,9,10,3,false,5923,Legacy Field in Carlson Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2354,Lycoming,Mid Atlantic,iii,16,0,9,7,0,216,Susquehanna,Centennial,iii,45,21,14,3,7,false,5925,David Person Field
2022,regular,2022-09-03T17:00:00.000Z,true,126,Kalamazoo,Michigan,iii,21,14,0,7,0,391,Oberlin,North Coast,iii,14,0,7,0,7,false,5904,Angell Field
2022,regular,2022-09-03T17:00:00.000Z,true,101784,Erskine,South Atlantic,ii,49,27,22,,,124110,UFTL,,,2,2,0,,,false,7076,J.W. Babb Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2524,Rockford,NACC,iii,41,14,21,0,6,266,Beloit College,Midwest,iii,14,0,7,0,7,false,6110,Sam Greeley Field
2022,regular,2022-09-03T17:00:00.000Z,true,2891,Ripon,Midwest,iii,13,0,3,7,3,2832,St. Norbert,NACC,iii,10,0,3,7,0,false,6109,Ingalls Field
2022,regular,2022-09-03T17:00:00.000Z,true,427,Ohio Northern,Ohio,iii,13,0,0,3,7,2800,Alma College,Michigan,iii,16,3,0,0,7,false,6098,Dial-Roberson Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,89,Wabash College,North Coast,iii,52,3,14,13,22,297,Hampden-Sydney,Old Dominion,iii,48,14,14,7,13,false,5123,Little Giant Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,146,Grove City College,Presidents',iii,63,14,14,21,14,246,Juniata,Centennial,iii,6,0,0,6,0,false,5864,Robert E. Thorn Field
2022,regular,2022-09-03T17:00:00.000Z,true,417,Gallaudet,ECFC,iii,14,7,0,7,0,2845,Waynesburg,Presidents',iii,52,14,3,21,14,false,5848,Hotchkiss Field
2022,regular,2022-09-03T17:00:00.000Z,true,291,Methodist,USA South,iii,10,10,0,0,0,2828,Shenandoah,Old Dominion,iii,27,3,7,7,10,false,5998,Monarch Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,352,Kenyon,North Coast,iii,33,13,13,0,7,2074,Bluffton,Heartland,iii,26,7,9,3,7,false,5906,McBride Field
2022,regular,2022-09-03T17:00:00.000Z,true,2528,Rensselaer,Liberty League,iii,14,0,14,0,0,2175,Dickinson,Centennial,iii,7,7,0,0,0,false,6107,ECAV Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,374,St. John Fisher,Empire 8,iii,62,14,27,14,7,2085,Buffalo State,Liberty League,iii,21,0,7,7,7,false,6120,Growney Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2248,Gettysburg,Centennial,iii,14,7,7,0,0,2079,Bridgewater (VA),Old Dominion,iii,29,0,3,13,13,false,5851,Shirk Field at Musselman Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2700,McDaniel College,Centennial,iii,27,,,,,2108,Catholic University,NEWMAC,iii,37,,,,,false,3922,Kenneth R. Gill Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2654,Truman State,Great Lakes,ii,19,7,12,0,0,110254,Davenport,GLIAC,ii,20,13,0,0,7,false,6077,Stokes Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2005,Air Force,Mountain West,fbs,48,14,13,14,7,2460,Northern Iowa,MVFC,fcs,17,3,0,0,14,false,3713,Falcon Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,122774,Keystone,ECFC,iii,21,7,7,0,7,398,Wilkes,Mid Atlantic,iii,48,13,7,14,14,false,7082,Athletic Field Complex
2022,regular,2022-09-03T17:00:00.000Z,true,2310,Kentucky State,SIAC,ii,10,7,0,3,0,2170,Delta State,Gulf South,ii,33,16,10,7,0,false,6042,Alumni Stadium (KY)
2022,regular,2022-09-03T17:00:00.000Z,true,2779,St Lawrence,Liberty League,iii,0,0,0,0,0,452,Endicott College,Commonwealth Coast,iii,27,3,14,7,3,false,6113,Leckonby Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2970,William Paterson,New Jersey,iii,28,7,14,0,7,2843,Western Connecticut State,MSCAC,iii,7,0,0,0,7,false,6150,Wightman Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2614,St. Vincent,Presidents',iii,21,7,0,7,7,471,Stevenson,Mid Atlantic,iii,25,7,6,6,6,false,3677,Chuck Noll Field
2022,regular,2022-09-03T17:00:00.000Z,true,2553,Sewanee Univ. of the South,Southern Athletic,iii,50,21,13,9,7,375,St. Scholastica,Minnesota,iii,0,0,0,0,0,false,3823,Hardee-McGee Field
2022,regular,2022-09-03T17:00:00.000Z,true,2141,Coe,American Rivers,iii,56,21,21,7,7,2155,Cornell College (IA),Midwest,iii,7,0,0,0,7,false,5823,Clark Field
2022,regular,2022-09-03T17:00:00.000Z,true,112334,Franklin Pierce,Northeast 10,ii,7,0,7,0,0,2205,Edinboro,Pennsylvania State Athletic,ii,10,0,7,3,0,false,6211,Sodexo Field
2022,regular,2022-09-03T17:00:00.000Z,true,2886,Northwood (MI),Great Midwest Athletic,ii,55,3,17,21,14,2316,Kentucky Wesleyan,Great Midwest Athletic,ii,13,0,3,10,0,false,3747,Hantz Stadium
2022,regular,2022-09-03T17:00:00.000Z,true,2812,Hope,Michigan,iii,38,10,0,14,14,2044,Aurora,NACC,iii,34,0,21,13,0,false,3755,Ray and Sue Smith Stadium
2022,regular,2022-09-03T17:30:00.000Z,true,426,Mount Union,Ohio,iii,65,14,35,13,3,190,Defiance,Heartland,iii,0,0,0,0,0,false,4856,Mount Union Stadium
2022,regular,2022-09-03T17:30:00.000Z,true,2557,Coast Guard,NEWMAC,iii,10,0,7,0,3,111675,University of New England,Commonwealth Coast,iii,17,10,7,0,0,false,5822,Cadet Memorial Field
2022,regular,2022-09-03T17:30:00.000Z,true,2419,Mount St. Joseph,Heartland,iii,31,3,14,0,14,188,Baldwin-Wallace,Ohio,iii,28,14,0,7,7,false,6088,Schueler Field
2022,regular,2022-09-03T18:00:00.000Z,true,2682,Walsh,Great Midwest Athletic,ii,0,0,0,0,0,2838,Tiffin,Great Midwest Athletic,ii,42,0,21,14,7,false,3718,Tom Benson Hall of Fame Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,2071,Bloomsburg,Pennsylvania State Athletic,ii,30,0,17,7,3,284,Stonehill,NEC,fcs,33,3,10,3,11,false,4435,Robert B. Redman Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,418,Hendrix College,Southern Athletic,iii,20,0,7,0,13,2045,Austin College,American Southwest,iii,0,0,0,0,0,false,4423,Young-Wise Memorial Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,55,Jacksonville State,Atlantic Sun,fcs,35,7,21,0,7,2166,Davidson,Pioneer,fcs,17,7,3,7,0,false,3662,JSU Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,568,Minot State,Northern Sun,ii,10,8,0,2,0,2851,Winona State,Northern Sun,ii,24,7,10,7,0,false,6052,Herb Parker Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,2754,Youngstown State,MVFC,fcs,31,7,10,0,14,2184,Duquesne,NEC,fcs,14,7,0,7,0,false,844,Stambaugh Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,2169,Delaware State,MEAC,fcs,34,7,3,7,17,2339,Lincoln (PA),CIAA,ii,0,0,0,0,0,false,3613,Alumni Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,271,UW-Oshkosh,Wisconsin,iii,52,14,17,14,7,2194,East Texas Baptist,American Southwest,iii,13,0,6,0,7,false,5120,J.J. Keller Field at Titan Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,262,Lake Forest,Midwest,iii,42,7,7,14,14,2741,Wisconsin Lutheran,NACC,iii,7,7,0,0,0,false,5915,Farwell Field
2022,regular,2022-09-03T18:00:00.000Z,true,354,Olivet College,Michigan,iii,35,7,7,0,21,2233,Franklin,Heartland,iii,31,10,7,7,7,false,6100,Cutler Field
2022,regular,2022-09-03T18:00:00.000Z,true,2151,Concordia (IL),NACC,iii,14,0,7,7,0,80,Chicago,Midwest,iii,34,7,7,7,13,false,5826,Concordia Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,2802,Bethel (MN),Minnesota,iii,41,3,14,10,14,2486,Pacific Lutheran,Northwest,iii,9,0,2,7,0,false,5804,Royal Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,66,Iowa State,Big 12,fbs,42,7,14,7,14,2546,Southeast Missouri State,OVC,fcs,10,0,10,0,0,false,3772,Jack Trice Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,101,Eureka College,NACC,iii,6,0,0,0,6,6845,Nebraska Wesleyan University,American Rivers,iii,31,13,3,7,8,false,5841,Pete FioRito Stadium at McKinzie Field
2022,regular,2022-09-03T18:00:00.000Z,true,74,Millikin,CCIW,iii,28,,,,,2257,Greenville,Upper Midwest,iii,14,,,,,false,6080,Frank M. Lindsay Field
2022,regular,2022-09-03T18:00:00.000Z,true,446,Martin Luther College,Upper Midwest,iii,14,0,7,0,7,409,Concordia (WI),NACC,iii,35,0,28,7,0,false,3843,MLC Bowl
2022,regular,2022-09-03T18:00:00.000Z,true,2373,Maryville TN,USA South,iii,24,7,0,3,14,2757,Berry College,Southern Athletic,iii,31,10,0,7,14,false,5932,Lloyd L. Thornton Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,2964,Central,American Rivers,iii,44,14,3,14,13,133,St. Olaf College,Minnesota,iii,13,0,7,6,0,false,5817,Ron and Joyce Schipper Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,255,Knox College,Midwest,iii,26,9,0,14,3,433,Westminster,Upper Midwest,iii,0,0,0,0,0,false,5908,Harley Knosher Bowl
2022,regular,2022-09-03T18:00:00.000Z,true,2600,St. Johns (MN),Minnesota,iii,24,2,7,9,6,2745,UW-Whitewater,Wisconsin,iii,10,3,0,7,0,false,5117,Clemens Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,2639,Texas Lutheran,American Southwest,iii,45,7,10,14,14,2758,Howard Payne,American Southwest,iii,59,21,17,14,7,false,6125,Bulldog Stadium (TX)
2022,regular,2022-09-03T18:00:00.000Z,true,241,McMurry,American Southwest,iii,9,0,6,3,0,3,Birmingham-Southern,Southern Athletic,iii,26,9,10,0,7,false,3983,War Memorial Stadium
2022,regular,2022-09-03T18:00:00.000Z,true,2738,Wisconsin-Eau Claire,Wisconsin,iii,30,9,7,0,14,263,Loras College,American Rivers,iii,27,7,0,13,7,false,5916,Carson Park
2022,regular,2022-09-03T18:00:00.000Z,true,72,Elmhurst,CCIW,iii,0,0,0,0,0,2723,UW-River Falls,Wisconsin,iii,63,8,39,6,10,false,5839,Langhorst Field
2022,regular,2022-09-03T18:30:00.000Z,true,26,UCLA,Pac-12,fbs,45,7,17,7,14,189,Bowling Green,Mid-American,fbs,17,10,7,0,0,false,1056,Rose Bowl
2022,regular,2022-09-03T19:00:00.000Z,true,437,Lake Erie College,Great Midwest Athletic,ii,31,14,7,7,3,2273,Hillsdale,Great Midwest Athletic,ii,35,0,14,7,14,false,3769,Jack Britt Memorial Stadium
2022,regular,2022-09-03T19:00:00.000Z,true,149,Montana,Big Sky,fcs,47,13,13,7,14,2466,Northwestern State,Southland,fcs,0,0,0,0,0,false,3987,Washington-Grizzly Stadium
2022,regular,2022-09-03T19:00:00.000Z,true,2930,Willamette,Northwest,iii,21,0,0,0,21,2923,Pomona-Pitzer,So. Cal.,iii,44,14,20,7,3,false,6149,McCulloch Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,201,Oklahoma,Big 12,fbs,45,21,7,14,3,2638,UTEP,Conference USA,fbs,13,0,10,0,3,false,3835,Gaylord Family Oklahoma Memorial Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,21,San Diego State,Mountain West,fbs,20,0,10,10,0,12,Arizona,Pac-12,fbs,38,10,14,7,7,false,7311,Snapdragon Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,2751,Wyoming,Mountain West,fbs,40,10,7,7,10,202,Tulsa,American Athletic,fbs,37,3,17,7,7,false,3984,War Memorial Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,61,Georgia,SEC,fbs,49,7,21,14,7,2483,Oregon,Pac-12,fbs,3,0,3,0,0,false,5348,Mercedes-Benz Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,2390,Miami,ACC,fbs,70,14,28,14,14,2065,Bethune-Cookman,SWAC,fcs,13,3,7,3,0,false,3948,Hard Rock Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,276,Marshall,Sun Belt,fbs,55,10,28,17,0,2450,Norfolk State,MEAC,fcs,3,0,0,3,0,false,3775,Joan C. Edwards Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,2636,UT San Antonio,Conference USA,fbs,35,0,14,7,3,248,Houston,American Athletic,fbs,37,0,7,0,17,false,3604,Alamodome
2022,regular,2022-09-03T19:30:00.000Z,true,158,Nebraska,Big Ten,fbs,38,7,0,17,14,155,North Dakota,MVFC,fcs,17,0,7,10,0,false,3834,Memorial Stadium
2022,regular,2022-09-03T19:30:00.000Z,true,2449,North Dakota State,MVFC,fcs,56,14,28,7,7,2181,Drake,Pioneer,fcs,14,7,0,7,0,false,3714,Fargodome
2022,regular,2022-09-03T19:30:00.000Z,true,8,Arkansas,SEC,fbs,31,7,7,10,7,2132,Cincinnati,American Athletic,fbs,24,0,0,17,7,false,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2022,regular,2022-09-03T20:00:00.000Z,true,2551,Shaw,CIAA,ii,7,,,,,351,Wingate,South Atlantic,ii,21,,,,,false,6068,George Williams Athletic Complex
2022,regular,2022-09-03T20:00:00.000Z,true,2206,Edward Waters,SIAC,ii,34,7,7,13,7,2805,Clark Atlanta,SIAC,ii,39,13,10,10,6,false,3705,Earl Kitchings Stadium
2022,regular,2022-09-03T20:00:00.000Z,true,145,Ole Miss,SEC,fbs,28,7,14,7,0,2653,Troy,Sun Belt,fbs,10,0,3,0,7,false,3974,Vaught-Hemingway Stadium
2022,regular,2022-09-03T20:00:00.000Z,true,2333,Lewis & Clark,Northwest,iii,41,14,10,14,3,2508,Puget Sound,Northwest,iii,15,0,7,0,8,false,5920,Griswold Stadium
2022,regular,2022-09-03T20:00:00.000Z,true,331,Eastern Washington,Big Sky,fcs,36,15,14,0,7,2634,Tennessee State,OVC,fcs,29,19,0,0,10,false,3906,Roos Field
2022,regular,2022-09-03T20:00:00.000Z,true,58,South Florida,American Athletic,fbs,21,0,7,14,0,252,BYU,FBS Independents,fbs,50,28,10,9,3,false,3886,Raymond James Stadium
2022,regular,2022-09-03T20:00:00.000Z,true,2458,Northern Colorado,Big Sky,fcs,34,7,7,0,20,2277,Houston Christian,Southland,fcs,46,6,16,10,14,false,3856,Nottingham Field
2022,regular,2022-09-03T20:00:00.000Z,true,25,California,Pac-12,fbs,34,0,17,10,7,302,UC Davis,Big Sky,fcs,13,7,0,6,0,false,3831,California Memorial Stadium
2022,regular,2022-09-03T21:00:00.000Z,true,2740,Wisconsin-La Crosse,Wisconsin,iii,42,0,35,7,0,512,Dakota State,,,7,0,0,0,7,false,5914,Veterans Memorial Stadium (WI)
2022,regular,2022-09-03T21:00:00.000Z,true,6,South Alabama,Sun Belt,fbs,48,10,17,14,7,2447,Nicholls,Southland,fcs,7,0,0,0,7,false,6526,Hancock Whitney Stadium
2022,regular,2022-09-03T21:30:00.000Z,true,2440,Nevada,Mountain West,fbs,38,14,0,24,0,326,Texas State,Sun Belt,fbs,14,0,7,0,7,false,3816,Mackay Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,2017,Alderson-Broaddus,Mountain East,ii,28,0,21,7,0,2385,Mercyhurst,Pennsylvania State Athletic,ii,45,7,24,7,7,false,4421,Multi-Sport Performance Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,490,Benedict College,SIAC,ii,52,10,14,21,7,2207,Elizabeth City State,CIAA,ii,14,7,0,0,7,false,5875,Charlie W. Johnson Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,2940,Livingstone,CIAA,ii,19,7,0,0,12,2107,Catawba,South Atlantic,ii,44,7,10,20,7,false,3612,Alumni Memorial Stadium (NC)
2022,regular,2022-09-03T22:00:00.000Z,true,2261,Hampton,CAA,fcs,31,0,14,7,10,47,Howard,MEAC,fcs,28,0,6,0,22,false,3620,Armstrong Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,56,Stetson,Pioneer,fcs,24,3,14,7,0,2985,Concordia College (MI),,,14,7,0,0,7,false,4416,Spec Martin Municipal Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,236,Chattanooga,Southern,fcs,31,10,14,7,0,2747,Wofford,Southern,fcs,0,0,0,0,0,false,3720,Finley Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,60,Morehouse,SIAC,ii,16,3,0,7,6,2695,West Alabama,Gulf South,ii,24,7,14,0,3,false,6056,B.T. Harvey Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,215,Slippery Rock,Pennsylvania State Athletic,ii,42,21,14,7,0,131,Wayne State (MI),GLIAC,ii,10,0,3,0,7,false,4430,Mihalik-Thompson Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,2698,West Georgia,Gulf South,ii,38,3,21,14,0,2105,Carson-Newman,South Atlantic,ii,7,0,7,0,0,false,5888,University Stadium (GA)
2022,regular,2022-09-03T22:00:00.000Z,true,2444,Newberry,South Atlantic,ii,40,14,7,16,3,2019,Allen,SIAC,ii,6,0,0,6,0,false,3926,Setzler Field
2022,regular,2022-09-03T22:00:00.000Z,true,2292,Indianapolis,Great Lakes,ii,57,14,23,10,10,2615,St. Xavier (IL),,,0,0,0,0,0,false,6040,Key Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,30,USC,Pac-12,fbs,66,7,24,28,7,242,Rice,Conference USA,fbs,14,7,7,0,0,false,477,Los Angeles Memorial Coliseum
2022,regular,2022-09-03T22:00:00.000Z,true,256,James Madison,Sun Belt,fbs,44,0,21,16,7,2393,Middle Tennessee,Conference USA,fbs,7,0,0,7,0,false,3651,Bridgeforth Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,195,Ohio,Mid-American,fbs,41,3,10,14,14,2226,Florida Atlantic,Conference USA,fbs,38,10,7,0,21,false,3876,Peden Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,290,Georgia Southern,Sun Belt,fbs,59,0,17,14,28,2415,Morgan State,MEAC,fcs,7,0,7,0,0,false,3608,Paulson Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,63,Buena Vista,American Rivers,iii,20,0,0,0,20,2968,Gustavus Adolphus,Minnesota,iii,62,21,28,7,6,false,5809,J. Leslie Rollins Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,2516,Randolph-Macon,Old Dominion,iii,49,14,21,7,7,286,NC Wesleyan,USA South,iii,7,0,0,7,0,false,6105,Day Field
2022,regular,2022-09-03T22:00:00.000Z,true,2688,Washington & Lee,Old Dominion,iii,3,0,0,0,3,3112,Christopher Newport,New Jersey,iii,9,0,6,0,3,false,6138,Wilson Field
2022,regular,2022-09-03T22:00:00.000Z,true,2331,Lenoir-Rhyne,South Atlantic,ii,38,10,7,7,14,330,Virginia State,CIAA,ii,19,7,0,6,6,false,6553,Helen and Leonard Moretz Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,109418,Finlandia University,Upper Midwest,iii,7,7,0,0,0,2283,Benedictine (IL),NACC,iii,52,10,7,14,21,false,5844,McAfee Field
2022,regular,2022-09-03T22:00:00.000Z,true,2083,Bucknell,Patriot,fcs,13,0,0,0,7,119,Towson,CAA,fcs,14,0,0,7,0,false,3676,Christy Mathewson-Memorial Stadium
2022,regular,2022-09-03T22:00:00.000Z,true,2011,Alabama State,SWAC,fcs,21,21,0,0,0,2396,Miles,SIAC,ii,13,0,3,3,7,false,4582,Hornet Stadium
2022,regular,2022-09-03T22:30:00.000Z,true,559,University of Mary,Northern Sun,ii,28,7,0,14,7,2844,Wayne State (NE),Northern Sun,ii,33,14,0,13,6,false,3638,MDU Resources Community Bowl
2022,regular,2022-09-03T23:00:00.000Z,true,324,Coastal Carolina,Sun Belt,fbs,38,7,7,10,14,349,Army,FBS Independents,fbs,28,7,7,7,7,false,3654,Brooks Stadium
2022,regular,2022-09-03T23:00:00.000Z,true,96,Kentucky,SEC,fbs,37,7,6,17,7,193,Miami (OH),Mid-American,fbs,13,7,3,3,0,false,3683,Commonwealth Stadium
2022,regular,2022-09-03T23:00:00.000Z,true,57,Florida,SEC,fbs,29,7,7,0,15,254,Utah,Pac-12,fbs,26,7,6,6,7,false,3634,Ben Hill Griffin Stadium
2022,regular,2022-09-03T23:00:00.000Z,true,2029,Arkansas-Pine Bluff,SWAC,fcs,48,17,10,21,0,2323,Lane,SIAC,ii,42,7,14,14,7,false,3740,Golden Lion Stadium
2022,regular,2022-09-03T23:00:00.000Z,true,2046,Austin Peay,Atlantic Sun,fcs,63,21,21,14,7,2506,Presbyterian College,Pioneer,fcs,0,0,0,0,0,false,3742,Governors Stadium
2022,regular,2022-09-03T23:00:00.000Z,true,110243,University of Texas of the Permian Basin,Lone Star,ii,17,3,0,0,14,2586,Southwest Baptist,Great Lakes,ii,41,17,7,17,0,false,5917,Ratliff Stadium
2022,regular,2022-09-03T23:00:00.000Z,true,239,Baylor,Big 12,fbs,69,21,14,14,20,399,Albany,CAA,fcs,10,7,0,3,0,false,4727,McLane Stadium
2022,regular,2022-09-03T23:00:00.000Z,true,2916,Incarnate Word,Southland,fcs,64,22,7,14,21,79,Southern Illinois,MVFC,fcs,29,0,16,3,10,false,3734,Gayle and Tom Benson Stadium
